id,negation_affirmative1,negation_affirmative2,affirmative_negation1,affirmative_negation2,modal_affirmative1,modal_affirmative2,affirmative_modal1,affirmative_modal2,managed_failed1,managed_failed2,failed_managed1,failed_managed2,know_doubt1,know_doubt2,doubt_know1,doubt_know2,continuation_ref_1,continuation_ref_2,continuation_nonref_1,continuation_nonref_2
28_giraffe_zebra,Zoe didn't see a giraffe at the zoo but she saw a zebra.,Zoe didn't see a zebra at the zoo but she saw a giraffe.,Zoe saw a giraffe at the zoo but she didn't see a zebra.,Zoe saw a zebra at the zoo but she didn't see a giraffe.,Zoe wanted to see a giraffe at the zoo but she saw a zebra.,Zoe wanted to see a zebra at the zoo but she saw a giraffe.,Zoe saw a giraffe at the zoo but she wanted to see a zebra.,Zoe saw a zebra at the zoo but she wanted to see a giraffe.,Zoe managed to see a giraffe at the zoo but she failed to see a zebra.,Zoe managed to see a zebra at the zoo but she failed to see a giraffe.,Zoe failed to see a giraffe at the zoo but she managed to see a zebra.,Zoe failed to see a zebra at the zoo but she managed to see a giraffe.,I know that Zoe saw a giraffe at the zoo but I doubt that she saw a zebra.,I know that Zoe saw a zebra at the zoo but I doubt that she saw a giraffe.,I doubt that Zoe saw a giraffe at the zoo but I know that she saw a zebra.,I doubt that Zoe saw a zebra at the zoo but I know that she saw a giraffe.,The giraffe was much taller than she expected.,The zebra was much taller than she expected.,The giraffe that was supposed to be in the zoo had been on loan to another zoo.,The zebra that was supposed to be in the zoo had been on loan to another zoo.
29_giraffe_kangaroo,Ella didn't see a giraffe at the zoo but she saw a kangaroo.,Ella didn't see a kangaroo at the zoo but she saw a giraffe.,Ella saw a giraffe at the zoo but she didn't see a kangaroo.,Ella saw a kangaroo at the zoo but she didn't see a giraffe.,Ella wanted to see a giraffe at the zoo but she saw a kangaroo.,Ella wanted to see a kangaroo at the zoo but she saw a giraffe.,Ella saw a giraffe at the zoo but she wanted to see a kangaroo.,Ella saw a kangaroo at the zoo but she wanted to see a giraffe.,Ella managed to see a giraffe at the zoo but she failed to see a kangaroo.,Ella managed to see a kangaroo at the zoo but she failed to see a giraffe.,Ella failed to see a giraffe at the zoo but she managed to see a kangaroo.,Ella failed to see a kangaroo at the zoo but she managed to see a giraffe.,I know that Ella saw a giraffe at the zoo but I doubt that she saw a kangaroo.,I know that Ella saw a kangaroo at the zoo but I doubt that she saw a giraffe.,I doubt that Ella saw a giraffe at the zoo but I know that she saw a kangaroo.,I doubt that Ella saw a kangaroo at the zoo but I know that she saw a giraffe.,The giraffe was much taller than she expected.,The kangaroo was much taller than she expected.,The giraffe that was supposed to be in the zoo had been on loan to another zoo.,The kangaroo that was supposed to be in the zoo had been on loan to another zoo.
30_zebra_kangaroo,Mila didn't see a zebra at the zoo but she saw a kangaroo.,Mila didn't see a kangaroo at the zoo but she saw a zebra.,Mila saw a zebra at the zoo but she didn't see a kangaroo.,Mila saw a kangaroo at the zoo but she didn't see a zebra.,Mila wanted to see a zebra at the zoo but she saw a kangaroo.,Mila wanted to see a kangaroo at the zoo but she saw a zebra.,Mila saw a zebra at the zoo but she wanted to see a kangaroo.,Mila saw a kangaroo at the zoo but she wanted to see a zebra.,Mila managed to see a zebra at the zoo but she failed to see a kangaroo.,Mila managed to see a kangaroo at the zoo but she failed to see a zebra.,Mila failed to see a zebra at the zoo but she managed to see a kangaroo.,Mila failed to see a kangaroo at the zoo but she managed to see a zebra.,I know that Mila saw a zebra at the zoo but I doubt that she saw a kangaroo.,I know that Mila saw a kangaroo at the zoo but I doubt that she saw a zebra.,I doubt that Mila saw a zebra at the zoo but I know that she saw a kangaroo.,I doubt that Mila saw a kangaroo at the zoo but I know that she saw a zebra.,The zebra was much taller than she expected.,The kangaroo was much taller than she expected.,The zebra that was supposed to be in the zoo had been on loan to another zoo.,The kangaroo that was supposed to be in the zoo had been on loan to another zoo.
31_book_paper,Avery didn't publish a book but she published a paper.,Avery didn't publish a paper but she published a book.,Avery published a book but she didn't publish a paper.,Avery published a paper but she didn't publish a book.,Avery wanted to publish a book but she published a paper.,Avery wanted to publish a paper but she published a book.,Avery published a book but she wanted to publish a paper.,Avery published a paper but she wanted to publish a book.,Avery managed to write a book but she failed to write a paper.,Avery managed to write a paper but she failed to write a book.,Avery failed to write a book but she managed to write a paper.,Avery failed to write a paper but she managed to write a book.,I know that Avery published a book but I doubt that she published a paper.,I know that Avery published a paper but I doubt that she published a book.,I doubt that Avery published a book but I know that she published a paper.,I doubt that Avery published a paper but I know that she published a book.,Her book was translated into several languages.,Her paper was translated into several languages.,The book that she was planning to write would have been about unions.,The paper that she was planning to write would have been about unions.
32_book_essay,Sofia didn't publish a book but she published an essay.,Sofia didn't publish an essay but she published a book.,Sofia published a book but she didn't publish an essay.,Sofia published an essay but she didn't publish a book.,Sofia wanted to publish a book but she published an essay.,Sofia wanted to publish an essay but she published a book.,Sofia published a book but she wanted to publish an essay.,Sofia published an essay but she wanted to publish a book.,Sofia managed to write a book but she failed to write an essay.,Sofia managed to write an essay but she failed to write a book.,Sofia failed to write a book but she managed to write an essay.,Sofia failed to write an essay but she managed to write a book.,I know that Sofia published a book but I doubt that she published an essay.,I know that Sofia published an essay but I doubt that she published a book.,I doubt that Sofia published a book but I know that she published an essay.,I doubt that Sofia published an essay but I know that she published a book.,Her book was translated into several languages.,Her essay was translated into several languages.,The book that she was planning to write would have been about unions.,The essay that she was planning to write would have been about unions.
33_book_poem,Camila didn't publish a book but she published a poem.,Camila didn't publish a poem but she published a book.,Camila published a book but she didn't publish a poem.,Camila published a poem but she didn't publish a book.,Camila wanted to publish a book but she published a poem.,Camila wanted to publish a poem but she published a book.,Camila published a book but she wanted to publish a poem.,Camila published a poem but she wanted to publish a book.,Camila managed to write a book but she failed to write a poem.,Camila managed to write a poem but she failed to write a book.,Camila failed to write a book but she managed to write a poem.,Camila failed to write a poem but she managed to write a book.,I know that Camila published a book but I doubt that she published a poem.,I know that Camila published a poem but I doubt that she published a book.,I doubt that Camila published a book but I know that she published a poem.,I doubt that Camila published a poem but I know that she published a book.,Her book was translated into several languages.,Her poem was translated into several languages.,The book that she was planning to write would have been about unions.,The poem that she was planning to write would have been about unions.
34_book_short story,Aaliyah didn't publish a book but she published a short story.,Aaliyah didn't publish a short story but she published a book.,Aaliyah published a book but she didn't publish a short story.,Aaliyah published a short story but she didn't publish a book.,Aaliyah wanted to publish a book but she published a short story.,Aaliyah wanted to publish a short story but she published a book.,Aaliyah published a book but she wanted to publish a short story.,Aaliyah published a short story but she wanted to publish a book.,Aaliyah managed to write a book but she failed to write a short story.,Aaliyah managed to write a short story but she failed to write a book.,Aaliyah failed to write a book but she managed to write a short story.,Aaliyah failed to write a short story but she managed to write a book.,I know that Aaliyah published a book but I doubt that she published a short story.,I know that Aaliyah published a short story but I doubt that she published a book.,I doubt that Aaliyah published a book but I know that she published a short story.,I doubt that Aaliyah published a short story but I know that she published a book.,Her book was translated into several languages.,Her short story was translated into several languages.,The book that she was planning to write would have been about unions.,The short story that she was planning to write would have been about unions.
35_paper_essay,Riley didn't publish a paper but she published an essay.,Riley didn't publish an essay but she published a paper.,Riley published a paper but she didn't publish an essay.,Riley published an essay but she didn't publish a paper.,Riley wanted to publish a paper but she published an essay.,Riley wanted to publish an essay but she published a paper.,Riley published a paper but she wanted to publish an essay.,Riley published an essay but she wanted to publish a paper.,Riley managed to write a paper but she failed to write an essay.,Riley managed to write an essay but she failed to write a paper.,Riley failed to write a paper but she managed to write an essay.,Riley failed to write an essay but she managed to write a paper.,I know that Riley published a paper but I doubt that she published an essay.,I know that Riley published an essay but I doubt that she published a paper.,I doubt that Riley published a paper but I know that she published an essay.,I doubt that Riley published an essay but I know that she published a paper.,Her paper was translated into several languages.,Her essay was translated into several languages.,The paper that she was planning to write would have been about unions.,The essay that she was planning to write would have been about unions.
36_paper_poem,Layla didn't publish a paper but she published a poem.,Layla didn't publish a poem but she published a paper.,Layla published a paper but she didn't publish a poem.,Layla published a poem but she didn't publish a paper.,Layla wanted to publish a paper but she published a poem.,Layla wanted to publish a poem but she published a paper.,Layla published a paper but she wanted to publish a poem.,Layla published a poem but she wanted to publish a paper.,Layla managed to write a paper but she failed to write a poem.,Layla managed to write a poem but she failed to write a paper.,Layla failed to write a paper but she managed to write a poem.,Layla failed to write a poem but she managed to write a paper.,I know that Layla published a paper but I doubt that she published a poem.,I know that Layla published a poem but I doubt that she published a paper.,I doubt that Layla published a paper but I know that she published a poem.,I doubt that Layla published a poem but I know that she published a paper.,Her paper was translated into several languages.,Her poem was translated into several languages.,The paper that she was planning to write would have been about unions.,The poem that she was planning to write would have been about unions.
37_paper_short story,Hannah didn't publish a paper but she published a short story.,Hannah didn't publish a short story but she published a paper.,Hannah published a paper but she didn't publish a short story.,Hannah published a short story but she didn't publish a paper.,Hannah wanted to publish a paper but she published a short story.,Hannah wanted to publish a short story but she published a paper.,Hannah published a paper but she wanted to publish a short story.,Hannah published a short story but she wanted to publish a paper.,Hannah managed to write a paper but she failed to write a short story.,Hannah managed to write a short story but she failed to write a paper.,Hannah failed to write a paper but she managed to write a short story.,Hannah failed to write a short story but she managed to write a paper.,I know that Hannah published a paper but I doubt that she published a short story.,I know that Hannah published a short story but I doubt that she published a paper.,I doubt that Hannah published a paper but I know that she published a short story.,I doubt that Hannah published a short story but I know that she published a paper.,Her paper was translated into several languages.,Her short story was translated into several languages.,The paper that she was planning to write would have been about unions.,The short story that she was planning to write would have been about unions.
